fecha_hora,T_interior,T_exterior,delta_T,shortwave_radiation
2026-05-13 22:00:00,8.7900,8.8800,-0.0900,0.0000
2026-05-13 23:00:00,8.4400,8.2700,0.1700,0.0000
2026-05-14 00:00:00,8.3800,9.8300,-1.4500,0.0000
2026-05-14 01:00:00,8.7100,10.6500,-1.9400,0.0000
2026-05-14 02:00:00,8.2300,10.4700,-2.2400,0.0000
2026-05-14 03:00:00,8.3800,10.7700,-2.3900,0.0000
2026-05-14 04:00:00,8.4300,10.6800,-2.2500,0.0000
2026-05-14 05:00:00,7.7100,8.4700,-0.7600,0.0000
2026-05-14 06:00:00,6.8200,7.1500,-0.3300,0.0000
2026-05-14 07:00:00,6.8600,6.0800,0.7800,0.0000
2026-05-14 08:00:00,5.8900,7.0800,-1.1900,0.0000
